Competition,Date,Competition,Sport,Event,Stroke,Gender,Rank,Medal,Name,Nation,DoB,Country,Age (days),Time,PhaseName,Distance,Speed,Olympic Year,Olympic Cycle,Pred Formula Speed,Cond Pred Formula Speed,Residuals,Residuals Conditional
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,39,,Daria Tcvetkova,RUS,29/08/1995,Russia,17-287,59.14,,100,1.690902942,2016,1,1.70271142,1.691129782,-0.011808477,-0.00022684
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,40,,Pernille Juel,DEN,,Denmark,,59.19,,100,1.689474573,2016,1,1.70271142,1.698633691,-0.013236846,-0.009159118
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,40,,Marte Lovberg,NOR,,Norway,,59.19,,100,1.689474573,2016,1,1.70271142,1.70865815,-0.013236846,-0.019183576
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,42,,Laura Kurki,FIN,21/04/1994,Finland,19-052,59.24,,100,1.688048616,2016,1,1.70271142,1.72248665,-0.014662804,-0.034438034
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,43,,Megan Stephens,RSA,,South Africa,,59.29,,100,1.686625063,2016,1,1.70271142,1.686933696,-0.016086356,-0.000308633
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,44,,Kelly Riber Rasmussen,DEN,28/01/1994,Denmark,19-135,59.38,,100,1.68406871,2016,1,1.70271142,1.684426123,-0.01864271,-0.000357413
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,45,,Victoria S. Loeken,NOR,,Norway,,59.46,,100,1.681802893,2016,1,1.70271142,1.713829845,-0.020908527,-0.032026952
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,46,,Shauna O'Brien,IRL,,Ireland,,59.59,,100,1.678133915,2016,1,1.70271142,1.679343095,-0.024577504,-0.00120918
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,47,,Julia Hassler,LIE,27/02/1993,Liechtenstein,20-105,59.64,,100,1.676727029,2016,1,1.70271142,1.675045719,-0.025984391,0.00168131
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,48,,Anastasia Guzhenkova,RUS,16/08/1997,Russia,15-300,59.66,,100,1.676164935,2016,1,1.70271142,1.676672701,-0.026546485,-0.000507767
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,49,,Berta Triola,ESP,,Spain,,60,,100,1.666666667,2016,1,1.70271142,1.669231772,-0.036044753,-0.002565105
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,50,,Danica Mc William,RSA,,South Africa,,60.03,,100,1.66583375,2016,1,1.70271142,1.666536984,-0.03687767,-0.000703234
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,51,,Leticia Bravo Senabre,ESP,,Spain,,60.43,,100,1.654807215,2016,1,1.70271142,1.623406663,-0.047904205,0.031400552
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,52,,Victoria Kosak,FRA,,France,,60.47,,100,1.653712585,2016,1,1.70271142,1.654643607,-0.048998835,-0.000931022
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,53,,Ida Schütt,DEN,,Denmark,,60.63,,100,1.649348507,2016,1,1.70271142,1.654625203,-0.053362912,-0.005276696
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,54,,Natalie Kosiander,NOR,,Norway,,60.67,,100,1.648261085,2016,1,1.70271142,1.649231592,-0.054450335,-0.000970507
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,55,,Mathilde Vaquette,FRA,,France,,60.8,,100,1.644736842,2016,1,1.70271142,1.656263855,-0.057974577,-0.011527013
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,56,,Salla Elovirta,FIN,,Finland,,60.81,,100,1.644466371,2016,1,1.70271142,1.629020355,-0.058245049,0.015446015
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,57,,Judith Tarraco Colom,ESP,,Spain,,60.94,,100,1.64095832,2016,1,1.70271142,1.642127213,-0.0617531,-0.001168894
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,58,,India Mc Glynn,IRL,,Ireland,,61.1,,100,1.636661211,2016,1,1.70271142,1.637909826,-0.066050208,-0.001248615
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,59,,Maria Cerezo Pros,ESP,,Spain,,61.68,,100,1.621271077,2016,1,1.70271142,1.622803457,-0.081440343,-0.001532381
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,60,,Birita Debes,FRO,17/08/1995,Faroe Islands,17-299,62.39,,100,1.602820965,2016,1,1.70271142,1.622020892,-0.099890455,-0.019199927
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,61,,Mathilde Cros,FRA,,France,,62.42,,100,1.602050625,2016,1,1.70271142,1.60393351,-0.100660795,-0.001882886
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,62,,Ines Arxe Alvarez de Toledo,ESP,,Spain,,62.96,,100,1.588310038,2016,1,1.70271142,1.589026216,-0.114401381,-0.000716177
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,63,,Marie Vigdis Picault,FRA,,France,,63.21,,100,1.58202816,2016,1,1.70271142,1.584271534,-0.120683259,-0.002243374
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,64,,Elvira Salmi,FIN,,Finland,,63.76,,100,1.56838143,2016,1,1.70271142,1.570867757,-0.134329989,-0.002486327
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,65,,Nuria Michavila Vargas,ESP,,Spain,,64.96,,100,1.539408867,2016,1,1.70271142,1.542403514,-0.163302553,-0.002994647
GP,12/6/2013,Barcelona,Swimming,100m,FRS,F,66,,Daniella Bender,DEN,,Denmark,,66.22,,100,1.510117789,2016,1,1.70271142,1.513615845,-0.19259363,-0.003498056
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,1,G,Britta Steffen,GER,16/11/1983,Germany,29-205,54.05,,100,1.85013876,2016,1,1.70271142,1.877434492,0.147427341,-0.027295731
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,2,S,Sarah Sjöström,SWE,17/08/1993,Sweden,19-296,54.15,,100,1.846722068,2016,1,1.70271142,1.859711294,0.144010649,-0.012989226
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,3,B,Camille Muffat,FRA,28/10/1989,France,23-224,54.54,,100,1.833516685,2016,1,1.70271142,1.836532994,0.130805265,-0.003016309
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,4,,Charlotte Bonnet,FRA,14/02/1995,France,18-115,55.35,,100,1.806684734,2016,1,1.70271142,1.811487764,0.103973314,-0.004803031
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,5,,Yao Jianan,CHN,2/6/1992,China,21-007,55.74,,100,1.794043775,2016,1,1.70271142,1.778253434,0.091332355,0.015790341
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,6,,Maria Baklakova,RUS,14/03/1997,Russia,16-087,55.77,,100,1.793078716,2016,1,1.70271142,1.796824609,0.090367297,-0.003745893
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,7,,Dorothea Brandt,GER,5/3/1984,Germany,29-096,55.9,,100,1.788908766,2016,1,1.70271142,1.784957094,0.086197346,0.003951672
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,8,,Rozaliya Nasretdinova,RUS,10/2/1997,Russia,16-119,55.92,,100,1.788268956,2016,1,1.70271142,1.758843106,0.085557536,0.029425849
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,9,,Zhao Zhuoran,CHN,,China,,56.24,,100,1.778093883,2016,1,1.70271142,1.760632442,0.075382464,0.017461441
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,10,,Miroslava Najdanovski,SRB,10/1/1988,Serbia,25-150,56.42,,100,1.772421127,2016,1,1.70271142,1.785034741,0.069709708,-0.012613614
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,11,,Anna Santamans,FRA,25/04/1993,France,20-045,56.59,,100,1.76709666,2016,1,1.70271142,1.783706367,0.064385241,-0.016609707
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,12,,Paulina Schmiedel,GER,29/05/1993,Germany,20-011,56.95,,100,1.755926251,2016,1,1.70271142,1.755400455,0.053214832,0.000525796
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,13,,Cloe Hache,FRA,11/12/1997,France,15-180,56.97,,100,1.755309812,2016,1,1.70271142,1.767210081,0.052598393,-0.011900269
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,14,,Lena Kreundl,AUT,19/09/1997,Austria,15-263,57.16,,100,1.749475157,2016,1,1.70271142,1.749574324,0.046763738,-9.91665E-05
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,15,,Mylène Lazare,FRA,20/11/1987,France,25-201,57.4,,100,1.742160279,2016,1,1.70271142,1.777205406,0.039448859,-0.035045128
GP,9/6/2013,Monaco,Swimming,100m,FRS,F,16,,Anouchka Martin,FRA,5/2/1993,France,20-124,58.47,,100,1.710278775,2016,1,1.70271142,1.711228812,0.007567356,-0.000950037
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,1,G,Cate Campbell,AUS,20/05/1992,Australia,20-346,52.92,,100,1.889644747,2016,1,1.70271142,1.88979455,0.186933327,-0.000149803
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,2,S,Bronte Campbell,AUS,14/05/1994,Australia,18-352,53.85,,100,1.857010214,2016,1,1.70271142,1.859921627,0.154298794,-0.002911414
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,3,B,Alicia Coutts,AUS,14/09/1987,Australia,25-229,54.09,,100,1.848770568,2016,1,1.70271142,1.848952044,0.146059148,-0.000181477
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,4,,Emma McKeon,AUS,24/05/1994,Australia,18-342,54.17,,100,1.846040244,2016,1,1.70271142,1.842976528,0.143328824,0.003063715
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,5,,Brittany Elmslie,AUS,19/06/1994,Australia,18-316,54.2,,100,1.84501845,2016,1,1.70271142,1.836045917,0.142307031,0.008972533
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,6,,Melanie Schlanger,AUS,31/08/1986,Australia,26-243,54.29,,100,1.841959845,2016,1,1.70271142,1.864174567,0.139248426,-0.022214722
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,7,,Emily Seebohm,AUS,5/6/1992,Australia,20-330,54.95,,100,1.819836215,2016,1,1.70271142,1.846175027,0.117124795,-0.026338812
RegCh,1/5/2013,Australian Championships,Swimming,100m,FRS,F,8,,Bronte Barratt,AUS,8/2/1989,Australia,24-082,54.98,,100,1.818843216,2016,1,1.70271142,1.827657459,0.116131796,-0.008814243
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,1,G,Tang Yi,CHN,8/1/1993,China,19-312,54.9,,100,1.821493625,2012,0,1.695118141,1.839173877,0.126375484,-0.017680252
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,2,S,Qiu Yuhan,CHN,17/07/1998,China,14-121,55.96,,100,1.786990708,2012,0,1.695118141,1.78766969,0.091872567,-0.000678983
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,3,B,Mao Kawakami,JPN,17/07/1994,Japan,18-121,56.62,,100,1.766160367,2012,0,1.695118141,1.774141072,0.071042227,-0.007980705
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,4,,Nathanan Junkrajang,THA,13/04/1986,Thailand,26-216,56.81,,100,1.760253477,2012,0,1.695118141,1.77207443,0.065135336,-0.011820954
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,5,,Chihiro Igarashi,JPN,24/05/1995,Japan,17-175,56.97,,100,1.755309812,2012,0,1.695118141,1.754129618,0.060191671,0.001180194
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,6,,Mylene Ong,SIN,23/07/1991,Singapore,21-115,57.25,,100,1.746724891,2012,0,1.695118141,1.736389529,0.05160675,0.010335362
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,6,,Elmira Aigaliyeva,KAZ,2/4/1992,Kazakhstan,20-227,57.25,,100,1.746724891,2012,0,1.695118141,1.763220193,0.05160675,-0.016495302
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,8,,Mok Hoi Man Sheron,HKG,,"Hong Kong, China",,58.33,,100,1.714383679,2012,0,1.695118141,1.714010262,0.019265538,0.000373417
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,9,,Jenjira Srisa-Ard,THA,16/04/1995,Thailand,17-213,58.32,,100,1.714677641,2012,0,1.695118141,1.714298494,0.0195595,0.000379146
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,10,,Yu Wai Ting,HKG,1/8/1993,"Hong Kong, China",19-106,58.5,,100,1.709401709,2012,0,1.695118141,1.724525476,0.014283569,-0.015123767
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,11,,Thi Kim Tuyen Nguyen,VIE,13/09/1994,Vietnam,18-063,59.21,,100,1.688903901,2012,0,1.695118141,1.689023469,-0.006214239,-0.000119568
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,12,,Baean Jouma,SYR,13/04/1994,Syria,18-216,60.47,,100,1.653712585,2012,0,1.695118141,1.671334413,-0.041405556,-0.017621828
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,13,,Hui Yu Koh,SIN,14/03/1995,Singapore,17-246,60.6,,100,1.650165017,2012,0,1.695118141,1.651020144,-0.044953124,-0.000855128
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,14,,Talasha Prabhu,IND,1/5/1993,India,19-198,61.38,,100,1.629195178,2012,0,1.695118141,1.64940339,-0.065922963,-0.020208212
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,15,,Weng Tong Choi,MAC,30/12/1996,"Macau, China",15-321,61.59,,100,1.623640201,2012,0,1.695118141,1.619756073,-0.071477939,0.003884128
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,16,,Sara Hayajna,JOR,23/03/1994,Jordan,18-237,62.78,,100,1.592863969,2012,0,1.695118141,1.627002435,-0.102254171,-0.034138466
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,17,,Long Chi Wun,MAC,17/01/1992,"Macau, China",20-303,63.09,,100,1.585037248,2012,0,1.695118141,1.592766541,-0.110080892,-0.007729292
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,18,,Lianna Swan,PAK,25/03/1997,Pakistan,15-235,63.52,,100,1.574307305,2012,0,1.695118141,1.567769288,-0.120810836,0.006538017
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,19,,Mira Shami,JOR,2/5/1997,Jordan,15-197,63.83,,100,1.566661444,2012,0,1.695118141,1.563427635,-0.128456696,0.003233809
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,20,,Amanda Jayasekera,SRI,23/02/1997,Sri Lanka,15-266,64.25,,100,1.556420233,2012,0,1.695118141,1.558983342,-0.138697907,-0.002563108
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,21,,Harini Silva,SRI,,Sri Lanka,,68.36,,100,1.462843768,2012,0,1.695118141,1.467005101,-0.232274373,-0.004161332
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,22,,Merjen Saryyeva,TKM,23/08/1997,Turkmenistan,15-084,68.8,,100,1.453488372,2012,0,1.695118141,1.483082258,-0.241629769,-0.029593886
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,23,,Sara Al Flaij,BRN,3/8/1995,Bahrain,17-104,73.91,,100,1.352996888,2012,0,1.695118141,1.350785907,-0.342121253,0.002210982
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,24,,Saif Areesha,PAK,7/3/1999,Pakistan,13-253,74.41,,100,1.343905389,2012,0,1.695118141,1.349933203,-0.351212752,-0.006027814
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,25,,Shreya Dhital,NEP,12/4/1995,Nepal,17-217,74.44,,100,1.343363783,2012,0,1.695118141,1.38103148,-0.351754358,-0.037667697
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,26,,Aditi Dhital,NEP,20/02/1998,Nepal,14-269,77.77,,100,1.28584287,2012,0,1.695118141,1.292710292,-0.409275271,-0.006867422
RegCh,15/11/2012,Asian Championships,Swimming,100m,FRS,F,27,,Nandinzaya Enkhmandakh,MGL,29/12/1999,Mongolia,12-322,78.6,,100,1.272264631,2012,0,1.695118141,1.279321294,-0.42285351,-0.007056663
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,1,G,Lehesta Kemp,RSA,20/03/1990,South Africa,22-174,57.98,,100,1.724732666,2012,0,1.695118141,1.742718638,0.029614526,-0.017985971
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,2,S,Kyna Pereira,RSA,19/03/1996,South Africa,16-175,58.32,,100,1.714677641,2012,0,1.695118141,1.709825495,0.0195595,0.004852146
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,3,B,Zaineb Khalfallah,TUN,16/04/1993,Tunisia,19-147,58.83,,100,1.699813021,2012,0,1.695118141,1.717738527,0.00469488,-0.017925507
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,4,,Rowan El Badry,EGY,,Egypt,,59.15,,100,1.690617075,2012,0,1.695118141,1.706189918,-0.004501066,-0.015572842
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,5,,Christine Briedenhann,NAM,3/2/1996,Namibia,16-220,59.69,,100,1.6753225,2012,0,1.695118141,1.672283041,-0.019795641,0.003039458
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,6,,Hania Mohamed Hany Moro,EGY,,Egypt,,60.22,,100,1.660577881,2012,0,1.695118141,1.662716669,-0.03454026,-0.002138788
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,7,,Farah Ben Khelil,TUN,,Tunisia,,62.43,,100,1.601794009,2012,0,1.695118141,1.60354339,-0.093324132,-0.001749381
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,8,,Ana Nobrega,ANG,20/12/1990,Angola,21-265,63.15,,100,1.583531275,2012,0,1.695118141,1.619643218,-0.111586866,-0.036111943
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,9,,Amel Melih,ALG,6/10/1993,Algeria,18-340,60.6,,100,1.650165017,2012,0,1.695118141,1.667162747,-0.044953124,-0.01699773
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,10,,Fella Ben Naceur,ALG,22/05/1985,Algeria,27-111,62.82,,100,1.591849729,2012,0,1.695118141,1.67186608,-0.103268411,-0.08001635
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,11,,Elodie N Yam Poo Cheong,MRI,20/11/1996,Mauritius,15-295,64.06,,100,1.561036528,2012,0,1.695118141,1.607680892,-0.134081613,-0.046644364
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,12,,Deandra Van Der Colff,BOT,31/05/1993,Botswana,19-102,66.44,,100,1.505117399,2012,0,1.695118141,1.508570351,-0.190000742,-0.003452952
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,13,,Anita Field,KEN,6/4/1998,Kenya,14-157,66.46,,100,1.50466446,2012,0,1.695118141,1.508125122,-0.190453681,-0.003460662
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,14,,Soraya Oruya,KEN,,Kenya,,66.52,,100,1.503307276,2012,0,1.695118141,1.506791026,-0.191810865,-0.00348375
RegCh,10/9/2012,African Championships,Swimming,100m,FRS,F,15,,Maria Freitas,ANG,,Angola,,68.71,,100,1.455392228,2012,0,1.695118141,1.459676044,-0.239725913,-0.004283816
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,1,G,Simone Manuel,USA,2/8/1996,United States,16-022,54.8,,100,1.824817518,2012,0,1.695118141,1.815638561,0.129699377,0.009178957
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,2,S,Ami Matsuo,AUS,11/8/1996,Australia,16-013,55.36,,100,1.806358382,2012,0,1.695118141,1.80249779,0.111240241,0.003860591
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,3,B,Cierra Runge,USA,7/3/1996,United States,16-170,55.43,,100,1.804077215,2012,0,1.695118141,1.800929733,0.108959074,0.003147481
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,4,,Ellen O'Rourke,AUS,,Australia,,55.6,,100,1.798561151,2012,0,1.695118141,1.796508758,0.10344301,0.002052393
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,5,,Victoria Chan,CAN,,Canada,,56.36,,100,1.77430802,2012,0,1.695118141,1.756931399,0.079189879,0.017376621
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,6,,Mao Kawakami,JPN,17/07/1994,Japan,18-038,56.4,,100,1.773049645,2012,0,1.695118141,1.774141072,0.077931505,-0.001091427
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,7,,Paige Kremer,CAN,,Canada,,57.1,,100,1.751313485,2012,0,1.695118141,1.754664981,0.056195344,-0.003351495
RegCh,24/08/2012,Pan Pacific Championships,Swimming,100m,FRS,F,8,,Rino Hosoda,JPN,23/06/1995,Japan,17-062,57.4,,100,1.742160279,2012,0,1.695118141,1.741241288,0.047042138,0.000918991
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,1,G,Ranomi Kromowidjojo,NED,20/08/1990,Netherlands,21-348,53,,100,1.886792453,2012,0,1.695118141,1.850039713,0.191674312,0.03675274
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,2,S,Aliaksandra Herasimenia,BLR,31/12/1985,Belarus,26-215,53.38,,100,1.873360809,2012,0,1.695118141,1.851841253,0.178242668,0.021519556
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,3,B,Tang Yi,CHN,8/1/1993,China,19-207,53.44,,100,1.871257485,2012,0,1.695118141,1.839173877,0.176139344,0.032083608
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,4,,Melanie Schlanger,AUS,31/08/1986,Australia,25-337,53.47,,100,1.870207593,2012,0,1.695118141,1.85586124,0.175089452,0.014346353
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,5,,Missy Franklin,USA,10/5/1995,United States,17-084,53.64,,100,1.864280388,2012,0,1.695118141,1.861361374,0.169162247,0.002919014
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,6,,Francesca Halsall,ENG,12/4/1990,Great Britain,22-112,53.66,,100,1.863585539,2012,0,1.695118141,1.852799177,0.168467398,0.010786362
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,7,,Jeanette Ottesen,DEN,30/12/1987,Denmark,24-216,53.75,,100,1.860465116,2012,0,1.695118141,1.836524469,0.165346975,0.023940648
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,8,,Jessica Hardy,USA,12/3/1987,United States,25-143,54.02,,100,1.851166235,2012,0,1.695118141,1.848026591,0.156048094,0.003139644
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,9,,Sarah Sjöström,SWE,17/08/1993,Sweden,18-351,53.93,,100,1.854255516,2012,0,1.695118141,1.851417871,0.159137376,0.002837645
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,10,,Arianna Vanderpool-Wallace,BAH,4/3/1990,Bahamas,22-151,54.12,,100,1.84774575,2012,0,1.695118141,1.834367196,0.152627609,0.013378554
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,11,,Femke Heemskerk,NED,21/09/1987,Netherlands,24-316,54.13,,100,1.847404397,2012,0,1.695118141,1.838264167,0.152286256,0.00914023
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,12,,Britta Steffen,GER,16/11/1983,Germany,28-260,54.18,,100,1.84569952,2012,0,1.695118141,1.869062032,0.150581379,-0.023362511
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,13,,Julia Wilkinson,CAN,12/6/1987,Canada,25-051,54.25,,100,1.843317972,2012,0,1.695118141,1.847791196,0.148199832,-0.004473224
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,14,,Amy Smith,ENG,24/07/1987,Great Britain,25-009,54.28,,100,1.842299189,2012,0,1.695118141,1.813794415,0.147181049,0.028504774
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,15,,Daniela Schreiber,GER,26/06/1989,Germany,23-037,54.39,,100,1.838573267,2012,0,1.695118141,1.82249816,0.143455126,0.016075108
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,16,,Haruka Ueda,JPN,27/04/1988,Japan,24-097,54.59,,100,1.831837333,2012,0,1.695118141,1.808126729,0.136719192,0.023710604
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,17,,Veronika Popova,RUS,20/01/1991,Russia,21-195,54.66,,100,1.829491401,2012,0,1.695118141,1.830862415,0.134373261,-0.001371013
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,18,,Hanna-Maria Seppälä,FIN,13/12/1984,Finland,27-233,54.93,,100,1.820498817,2012,0,1.695118141,1.822832261,0.125380676,-0.002333444
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,19,,Pernille Blume,DEN,14/05/1994,Denmark,18-080,55.04,,100,1.816860465,2012,0,1.695118141,1.805713706,0.121742324,0.01114676
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,20,,Charlotte Bonnet,FRA,14/02/1995,France,17-170,55.12,,100,1.814223512,2012,0,1.695118141,1.803409395,0.119105372,0.010814117
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,21,,Hannah Wilson,GBR,10/3/1989,"Hong Kong, China",23-145,55.33,,100,1.807337791,2012,0,1.695118141,1.803018383,0.112219651,0.004319409
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,22,,Burcu Dolunay,TUR,17/02/1984,Turkey,28-167,55.35,,100,1.806684734,2012,0,1.695118141,1.781324644,0.111566593,0.02536009
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,23,,Eszter Dara,HUN,30/05/1990,Hungary,22-064,55.37,,100,1.806032147,2012,0,1.695118141,1.778023667,0.110914007,0.028008481
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,24,,Nina Rangelova,BUL,22/10/1990,Bulgaria,21-285,55.52,,100,1.801152738,2012,0,1.695118141,1.787474269,0.106034597,0.013678469
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,25,,Liliana Ibanez,MEX,30/01/1991,Mexico,21-185,55.71,,100,1.795009873,2012,0,1.695118141,1.776117615,0.099891732,0.018892257
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,26,,Daynara Paula,BRA,25/07/1989,Brazil,23-008,55.94,,100,1.787629603,2012,0,1.695118141,1.749662222,0.092511462,0.037967382
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,27,,Katarzyna Wilk,POL,22/03/1992,Poland,20-133,56.13,,100,1.781578479,2012,0,1.695118141,1.793513161,0.086460338,-0.011934683
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,28,,Nastja Govejsek,SLO,15/07/1997,Slovenia,15-018,56.21,,100,1.779042875,2012,0,1.695118141,1.773543163,0.083924734,0.005499712
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,29,,Mylene Ong,SIN,23/07/1991,Singapore,21-010,56.33,,100,1.775252974,2012,0,1.695118141,1.736389529,0.080134833,0.038863444
OG,2/8/2012,Olympic Games,Swimming,100m,FRS,F,29,,Ruta Meilutyte,LTU,19/03/1997,Lithuania,15-136,56.33,,100,1.775252974,2012,0,1.695118141,1.77156996,0.080134833,0.003683013
