tripduration,startstationid,endstationid,bikeid
993,504,493,15905
783,358,482,17951
579,485,495,19898
806,79,334,16454
462,334,2012,14909
1003,311,461,19564
611,290,527,16299
345,520,454,16194
879,387,414,20549
378,444,497,16231
625,402,293,14969
409,157,395,14764
338,303,386,17259
811,442,303,18876
821,317,358,16822
1423,261,2000,15457
793,436,436,16257
758,237,330,17613
432,444,526,15245
801,442,303,15810
1085,486,251,17196
511,461,483,14554
706,352,448,19614
481,529,449,18236
358,383,252,18610
3834,468,426,17748
1179,423,318,17709
399,537,229,16490
2060,290,152,20160
1485,538,380,17161
991,346,479,14821
304,332,350,16676
544,435,212,18669
1296,485,449,18498
613,504,116,14898
480,212,250,15415
492,533,402,15641
375,325,537,16947
638,466,236,15298
691,518,326,15639
750,537,540,14971
711,276,238,19951
326,72,494,17478
453,173,468,15843
456,363,327,19337
518,285,522,15544
488,532,285,15157
458,309,328,17891
775,164,352,17632
368,395,233,14764
1628,477,537,14944
353,435,116,16903
752,405,444,20511
554,342,237,14833
175,476,536,19924
1232,323,168,18210
137,479,388,15256
233,501,518,14970
629,498,173,17881
1030,519,164,15461
219,497,253,14883
806,512,297,17911
631,519,164,16687
862,312,497,15550
899,388,480,15150
823,312,497,15136
330,291,296,17678
344,525,79,16059
366,504,476,20150
357,151,459,18854
590,318,352,20596
848,483,265,14554
1057,519,335,20569
224,294,375,18127
1260,524,301,17531
1608,346,499,19167
426,357,401,19365
385,336,251,17407
442,323,461,17182
131,531,236,15637
948,503,318,17631
335,328,147,15041
561,329,355,17696
514,519,474,17361
267,253,72,16935
827,445,497,19783
1887,495,508,19898
276,251,439,15685
565,337,319,17536
280,422,457,16045
353,386,376,19934
254,229,483,18422
553,313,300,15540
1079,167,168,18477
874,284,284,20196
470,403,377,20132
300,364,365,15178
805,485,281,16278
522,284,293,15778
1462,345,388,18144
1885,463,290,18177
1068,223,361,14720
971,249,393,17736
1973,316,426,18920
1814,377,83,17283
549,388,482,17500
583,401,293,17204
749,497,428,16357
172,195,392,15239
1351,493,505,19748
1006,426,465,19739
437,236,450,17257
844,444,357,16064
426,152,242,14831
815,444,357,15594
178,307,412,19806
421,510,468,16038
735,485,500,16675
2362,485,457,19745
939,320,322,20218
418,150,327,16145
649,257,357,15549
823,472,458,19164
518,296,259,19025
1868,167,386,15262
515,382,265,15058
1471,212,285,18848
678,352,160,17632
734,448,463,19614
473,250,504,18736
294,456,305,18485
1207,263,462,14555
627,2006,228,15004
1051,533,445,17600
513,377,254,18953
620,358,293,16822
652,539,2005,19309
543,442,447,19238
433,346,382,19896
573,521,507,19930
661,410,326,15591
302,494,435,17478
1430,276,276,15885
4578,357,402,19807
876,510,472,16960
737,264,151,16761
402,384,353,16395
1293,212,276,18691
1178,499,434,16108
1235,291,276,15333
472,526,83,19605
446,433,517,18834
269,236,483,15298
973,473,345,15453
416,466,388,15339
1161,499,514,17605
452,347,2004,20325
1121,499,465,18261
473,195,363,16717
1113,505,508,18070
1093,2004,508,18219
1054,281,318,20042
271,161,439,15666
622,459,433,18854
966,195,329,15034
273,365,364,15178
927,242,412,15956
628,271,436,17640
271,323,335,15472
825,380,463,19632
538,325,334,17058
402,349,332,17577
713,519,466,17788
1241,351,302,15513
283,510,450,18044
321,285,504,15261
608,324,463,19529
1703,337,540,16911
727,507,345,17745
347,281,352,16637
113,504,2003,18615
2799,388,363,15256
520,79,463,15232
433,355,329,17696
225,439,251,15685
1310,435,116,17385
541,482,512,15800
1070,311,128,17699
381,359,464,19882
310,473,412,20178
802,519,492,19780
456,517,527,18416
1603,334,315,16169
1779,72,385,16935
619,432,280,18719
1603,340,2002,18190
742,523,334,14934
506,448,83,15799
773,435,404,17293
542,483,335,18422
2518,518,380,14970
498,265,358,15058
827,265,404,14554
724,487,334,19202
763,385,164,17540
1843,464,307,17904
1224,438,438,17630
207,454,504,15425
283,499,2006,19579
371,472,318,19553
620,268,459,15156
682,517,520,19641
347,382,435,16892
599,444,174,15809
1253,290,475,15840
980,173,290,17881
122,402,497,15993
719,116,335,15436
1430,251,357,16079
394,268,312,15445
457,519,482,19725
1039,265,444,18745
921,394,268,17635
339,326,497,15639
240,485,267,18808
906,285,388,15157
227,403,301,15979
415,468,510,16038
464,518,485,17888
562,285,2003,19039
332,346,453,18792
179,483,237,15298
1036,349,264,16320
421,464,518,16060
326,173,495,19950
528,523,509,15967
598,243,476,20536
386,318,456,17631
592,83,168,19605
875,376,346,19934
628,253,476,14883
1203,377,325,20132
427,326,297,15591
414,151,330,18896
1245,387,83,15994
572,2000,310,15048
568,426,346,20089
1472,327,303,19559
7669,327,348,15832
362,522,352,19740
1447,327,303,15173
516,493,267,15905
931,168,536,20020
894,330,497,17613
1343,368,352,16997
1502,308,435,17543
478,291,307,19867
273,284,253,16019
184,144,261,14919
753,346,348,15026
1400,161,362,19042
204,489,494,14982
683,239,314,19058
952,379,237,17609
421,83,345,20522
866,391,387,17122
895,290,450,19712
722,395,498,16423
1405,284,284,20591
1301,520,432,16807
1391,459,387,15790
1158,285,497,15390
495,463,521,19529
694,363,259,17753
439,334,404,19152
7410,327,348,20305
112,497,475,16231
639,293,466,16822
402,224,355,15464
354,446,388,16921
1287,417,360,15938
1275,417,360,16005
575,271,244,16992
251,434,168,15151
1182,462,446,15756
640,401,382,19769
885,479,447,14821
804,297,368,19155
964,293,517,17483
855,393,249,17736
546,347,375,16878
650,291,473,19862
969,358,521,15058
337,497,461,15993
425,504,521,15261
404,229,523,19590
200,540,476,15987
1296,357,488,19433
230,475,538,16231
239,383,417,17802
849,355,335,14548
1175,389,326,17019
250,157,310,16137
1332,480,325,19299
699,517,545,18275
551,520,524,19641
293,496,153,18294
386,320,309,14992
579,293,401,15778
305,538,153,14816
1389,499,444,19542
315,335,251,19718
660,83,237,15799
750,522,527,15978
548,396,212,20263
1403,465,512,18261
119,499,457,20237
1141,281,513,15119
512,482,357,15270
1374,514,512,17605
181,462,434,18528
279,345,324,17745
394,195,168,19633
491,265,296,18004
503,509,433,15967
764,355,342,15464
338,388,446,15774
413,297,253,16400
296,444,253,14638
920,289,2002,19003
479,254,446,18953
556,363,351,19031
190,334,453,16454
394,469,243,15440
1000,294,524,15705
602,237,324,17327
300,308,263,14938
1103,497,454,15550
810,497,404,19783
812,453,447,18792
3469,521,2003,18175
380,245,323,17428
795,444,323,18745
339,329,417,15034
406,151,257,19300
288,351,315,20051
548,83,492,17283
557,442,2003,15085
871,146,403,18043
323,546,498,20243
1080,525,450,15244
354,482,507,18088
1530,312,515,19586
2014,83,382,15348
250,329,257,18140
363,503,509,19080
677,527,236,17565
739,540,498,16127
131,280,459,18719
738,285,498,16501
1163,468,476,16247
126,330,386,19599
152,450,479,16055
648,458,402,20184
713,536,485,14937
1948,507,290,19874
266,493,2021,18898
340,387,2004,19150
1074,254,152,18776
1337,537,307,14850
552,531,475,16114
231,490,525,14953
707,317,285,18889
1188,473,254,19862
772,433,151,18854
314,160,450,17632
1125,410,320,14984
1126,427,250,19509
3429,521,489,19385
1116,523,323,16404
619,490,469,19950
468,359,485,17899
345,402,265,15641
159,157,143,18486
491,462,521,14555
579,490,469,18262
923,280,355,15029
1094,482,483,17500
261,422,494,19684
1330,276,291,15333
225,375,294,18127
667,446,434,16321
342,455,522,16771
536,261,314,19041
556,446,463,19344
607,153,492,16489
1429,499,509,19167
481,167,167,17201
565,442,285,16427
297,243,2004,18602
1122,426,465,19661
1035,297,303,19558
1395,499,509,18784
1271,167,497,16843
566,386,268,15262
503,476,498,20536
298,494,489,14982
2255,2022,469,14908
549,518,477,15467
392,521,485,20340
295,325,446,16821
287,485,519,16816
302,310,351,16980
703,523,263,18863
687,293,263,17433
520,329,355,18580
227,309,320,14992
19159,447,257,19946
870,475,410,15840
419,291,531,19667
380,357,458,15549
244,347,146,15198
1052,479,247,15238
533,497,497,18247
366,238,380,19951
773,494,2008,17071
490,243,444,15440
459,497,474,15390
450,459,268,15156
469,509,346,19080
1399,396,116,19495
502,352,499,15329
236,361,308,17048
1203,510,212,15865
301,445,293,19182
320,289,364,14867
1098,402,510,16459
215,465,329,19739
453,410,268,15401
721,508,352,16872
741,388,427,15339
285,2004,434,17987
827,345,329,15453
493,498,510,19386
1015,305,485,18410
1363,284,368,15483
328,291,308,18887
1277,212,477,19554
1755,387,157,15790
1358,284,368,16752
273,482,404,17951
1249,212,536,18669
548,517,533,18937
592,303,447,18876
1431,237,454,15298
1716,517,531,19339
621,444,489,20511
1096,391,245,19879
918,486,301,16213
745,404,540,20369
447,151,308,19933
1384,442,276,15353
1171,519,455,14721
1881,512,376,15800
829,469,280,17783
400,386,545,18729
759,498,433,20243
190,485,267,17888
1213,195,322,14837
565,518,385,16060
356,267,517,18808
181,455,164,19323
1374,147,146,19687
224,461,497,15993
649,414,300,16044
367,382,284,20159
593,479,505,20331
1062,360,312,17065
402,446,526,15774
164,463,116,14836
312,446,79,15756
240,224,360,20066
536,250,2021,19812
407,359,518,19046
100,325,325,20132
603,489,508,14982
216,2004,442,18602
524,389,539,18560
954,342,263,15464
338,519,538,19752
750,504,161,18736
619,352,446,16997
639,79,446,16059
333,519,538,15901
683,253,489,16091
576,345,459,20522
112,526,498,15068
698,546,297,16601
250,449,480,19980
407,243,446,19395
642,128,403,20278
717,490,476,18545
1413,435,459,17543
546,490,432,15400
332,396,483,19517
691,296,236,15077
525,442,477,16210
1081,347,488,19876
638,325,79,20132
987,518,253,15460
442,314,418,20164
921,267,2006,19919
295,446,489,19523
424,447,325,14821
1339,444,499,19450
913,267,2006,17888
604,488,243,19433
1306,380,393,15715
499,329,328,19739
964,368,388,19155
1050,449,448,18236
198,494,456,19684
871,498,497,15068
504,545,350,18729
683,361,229,14720
483,309,306,15378
344,335,251,20110
1697,2000,448,15457
1746,512,457,18261
136,146,147,19527
1350,309,410,17821
281,319,387,14796
596,377,350,17712
1331,477,410,16385
247,228,167,20513
1736,512,457,17605
522,173,484,15959
1032,195,195,15820
277,449,72,18498
571,83,275,16290
534,168,462,18252
1696,281,348,18069
473,347,345,16549
1086,301,248,17531
924,540,368,20161
932,444,446,16924
786,353,437,19955
904,168,490,18510
157,482,116,19725
238,294,382,17320
538,324,2004,17327
570,444,404,20512
1145,498,438,16127
577,484,474,14733
306,152,457,18776
560,484,474,17604
349,348,257,18444
781,276,257,19617
1025,173,456,20516
696,435,347,17417
1608,2006,533,19656
1236,320,236,18728
720,228,402,17985
997,173,456,15422
786,454,281,15550
325,316,308,18723
285,307,265,14850
1023,472,462,15615
169,229,323,16490
603,433,466,15967
524,327,503,16145
584,537,433,19922
4690,492,492,15645
794,460,311,19757
339,513,457,15119
350,251,410,20110
2944,281,212,19726
2934,281,212,15529
828,507,433,18088
1116,489,127,19523
999,396,507,17404
308,499,499,15329
770,507,433,19930
1499,507,507,15228
331,382,168,14776
1004,157,195,16315
550,466,434,17788
544,268,348,15156
457,2021,249,19812
419,485,498,16775
1510,151,497,18854
567,382,368,19896
846,322,306,17485
518,268,348,17635
379,521,528,15261
485,433,335,19033
306,2003,497,20359
505,320,408,14984
519,520,495,16900
851,281,518,15704
208,268,151,17494
1099,403,223,20278
838,301,515,16943
227,350,400,18986
148,304,415,16765
262,376,337,14779
548,477,525,16210
1662,307,516,15001
404,433,428,20243
1287,539,343,19060
739,280,487,17783
236,509,463,18784
1241,539,343,15519
203,319,320,17536
748,3002,536,19330
1352,326,164,17019
542,346,280,19080
1049,161,521,15161
245,249,147,17011
548,415,408,16765
1794,523,251,14774
355,168,509,19508
472,380,476,18932
360,356,401,17707
495,537,446,16830
108,350,485,17712
673,267,357,19318
534,465,478,19661
1843,446,363,16997
488,257,147,17647
469,345,483,15830
349,336,428,18699
552,439,368,20580
107,79,247,19900
362,265,402,15641
528,316,295,14632
195,242,324,14831
467,254,303,19862
593,515,337,19586
417,546,521,15309
349,243,379,19433
638,472,335,16367
294,164,464,17540
366,392,427,15239
484,161,251,18736
397,355,224,15128
523,484,2008,19216
367,484,526,17756
123,147,146,17090
388,2003,456,18466
244,128,161,17854
3088,468,2006,16728
494,450,484,15945
247,257,330,15014
391,446,79,19395
284,497,252,15993
1219,2000,326,16178
246,147,320,19527
332,281,468,16209
199,483,404,17176
1128,325,330,19299
826,367,497,16355
255,440,464,14901
1407,463,319,17924
354,385,518,16060
811,367,497,19735
695,268,302,16291
2082,168,225,14860
537,302,487,18533
387,517,167,18808
264,297,345,17911
1674,472,251,16871
226,357,345,17252
2371,538,458,17602
2380,538,538,17827
802,275,289,20182
1633,495,315,16122
859,457,281,18776
311,400,411,18101
952,388,497,15624
393,442,358,18602
302,444,497,16271
1119,268,382,19903
492,450,243,19712
406,306,319,18111
352,450,529,17257
739,457,281,20237
153,314,3002,20036
234,368,447,16752
782,450,509,15244
1067,157,387,15790
286,492,523,19763
1378,386,167,17859
234,419,435,17653
426,293,284,15101
895,476,515,16247
364,285,504,18889
893,167,237,16905
1099,415,417,18027
14779,415,417,18091
207,293,320,18292
877,489,490,15698
1252,388,461,18144
483,504,294,14838
333,395,314,16199
550,296,521,16834
558,2008,362,18931
1709,319,446,19271
377,493,529,19626
100,2008,79,17071
1216,389,395,17976
269,379,533,19433
443,386,435,18314
612,485,174,15306
300,504,297,15425
944,153,538,16011
627,444,504,19014
216,459,352,17335
983,463,265,18784
1657,519,484,20518
679,395,218,17645
657,434,72,19167
873,366,396,18089
1606,518,2004,16060
282,2004,319,19382
1266,278,369,19370
1198,161,252,16116
859,450,290,18044
844,247,147,15238
153,528,507,15261
707,545,507,15987
1502,402,392,14641
1488,518,2006,15704
820,488,518,19876
1466,518,2006,19046
257,353,384,19788
885,456,456,15762
464,462,168,19313
942,445,368,16710
1176,79,524,16825
278,147,257,17647
2533,341,427,20081
694,486,153,17190
834,368,151,19896
957,484,486,15603
612,388,466,15242
1567,295,432,17073
744,263,368,18652
559,529,489,17257
1549,448,432,15457
1125,459,301,15861
225,461,380,19564
1439,383,153,16918
1335,493,479,15374
347,116,442,15002
917,402,525,15641
581,386,293,16180
344,476,461,18545
456,435,489,18990
1281,493,479,17698
1263,493,479,19399
1163,376,438,15800
1077,294,528,15764
303,251,335,16853
460,229,284,14720
900,224,335,14885
2004,128,128,17405
1626,343,217,19060
582,294,223,18127
385,270,300,15172
380,375,317,14972
1037,428,327,16357
364,146,386,19687
387,147,329,17011
1021,323,487,16738
492,325,167,16164
640,457,484,15119
407,533,167,19656
490,497,545,15068
579,485,507,14937
1602,393,380,15715
315,168,382,18338
1825,152,488,19507
1017,2012,534,14909
349,444,285,15841
269,538,228,16121
139,2012,243,17594
537,420,313,16989
827,161,252,17854
1247,302,351,15513
992,521,456,14738
278,522,383,14624
1234,504,444,18639
474,447,326,16752
430,446,383,15784
965,388,357,19155
660,244,467,16992
959,356,383,19285
480,399,366,17410
664,146,494,15198
1002,363,327,16959
1174,504,444,15494
491,167,153,15651
1472,343,217,15519
224,345,369,18968
768,116,524,14836
1188,487,538,17461
384,461,326,17182
334,251,335,17683
5407,368,281,20580
728,500,448,18423
376,352,284,17335
2902,128,328,19147
938,410,335,18115
424,484,173,15959
1918,335,394,19141
391,536,472,19330
516,427,447,15339
1547,290,323,17316
1820,435,457,15013
760,376,307,17086
238,410,150,17821
362,164,456,17019
417,382,435,15864
258,355,151,18580
419,475,251,16114
487,485,536,18410
64,533,362,18937
481,485,536,20340
464,507,402,17404
5310,368,281,20623
245,167,528,20189
196,2002,539,18190
394,309,330,17392
560,161,252,20350
957,438,486,16127
414,485,512,16934
348,477,533,19554
349,376,360,19374
1708,387,387,17122
466,470,345,18385
533,509,515,15244
1678,387,387,16800
283,388,446,16921
811,377,265,18763
438,307,406,16604
709,463,323,20158
570,276,355,17524
1246,348,346,15768
1505,387,417,15790
397,493,533,19888
875,295,347,19442
349,417,327,16246
447,351,2009,17432
485,253,499,16400
423,522,438,15201
710,446,435,16821
1681,360,503,20066
590,308,459,18887
443,402,242,15771
1841,404,304,15539
730,457,457,18261
473,392,329,18788
1642,360,503,18354
694,402,458,17985
341,468,173,16209
444,529,477,17465
239,345,435,20330
642,533,450,19712
418,462,521,15615
263,469,513,14908
1514,348,510,15868
476,225,405,17063
744,517,290,17288
388,319,337,18111
305,233,395,15690
369,358,334,18602
479,523,153,15030
738,508,521,18655
17555,304,351,18347
281,2003,475,18348
809,2022,458,18889
1227,435,448,15208
511,128,380,19153
1315,363,268,15325
1299,325,358,14821
1058,313,412,16981
987,362,499,18937
1230,311,151,15433
438,265,251,15821
350,306,147,17485
616,534,195,18982
703,512,127,16934
696,315,315,19790
1379,531,345,15338
1421,415,303,18076
1424,415,303,16526
621,447,500,17983
607,410,375,16385
534,485,490,17899
467,223,459,20278
364,327,330,15479
631,475,531,15617
683,486,440,15997
321,498,485,16775
626,253,368,19312
729,167,505,16164
251,174,507,19061
305,312,151,15445
382,505,334,19748
417,253,466,14638
709,164,237,16451
162,242,116,16769
461,161,357,18310
194,444,446,18531
208,323,293,18745
452,2021,450,18898
2795,320,462,14992
508,280,475,19080
1292,223,479,14852
570,528,228,14944
614,515,528,16943
708,433,307,19930
860,403,146,18043
615,492,482,19780
350,528,518,20189
618,492,482,17283
695,319,284,18742
1053,294,161,15985
275,459,382,15962
352,457,513,17605
327,330,309,17392
547,296,428,18345
1035,440,236,16268
243,444,497,19716
983,382,348,17050
100,347,347,20123
710,444,243,19542
742,524,435,17222
516,519,526,16103
709,438,294,16196
77,329,329,15562
696,522,294,20047
993,440,236,15702
468,383,377,15784
420,454,520,16194
316,296,265,18004
1757,289,430,20182
956,477,367,18874
814,482,482,18941
786,444,505,16266
1734,290,383,18044
413,357,482,15575
2546,520,415,17306
71,393,393,18886
544,328,465,19739
510,432,346,15400
379,490,507,18510
487,524,2006,18200
750,444,2004,15517
935,465,463,20598
251,173,479,15959
528,237,466,17895
907,252,435,16116
426,435,509,15864
915,252,435,20350
306,459,470,19345
1035,532,504,19219
886,252,435,17854
171,507,507,19061
1543,327,315,16959
1096,480,478,19161
354,151,361,17838
710,444,509,19608
804,521,168,15615
724,479,243,17698
824,393,402,16417
342,435,509,16821
2996,479,509,15374
3000,479,509,19399
687,404,127,17616
1006,345,477,17252
1059,357,160,15279
1188,195,157,16315
658,417,263,17802
137,2008,536,15086
799,243,388,17671
632,404,127,19880
1048,2002,289,20173
1103,433,484,18173
846,474,465,15706
861,458,465,16067
641,519,305,17028
1090,248,279,16859
517,335,411,14885
833,474,388,16179
567,310,2000,15048
988,168,448,19826
667,456,463,14738
367,382,168,17034
641,465,212,18259
310,504,285,19140
591,326,447,16752
489,529,510,19626
906,237,268,17609
556,355,439,15922
651,252,435,16378
1013,528,361,15764
510,430,421,16106
318,478,529,19661
505,444,496,18639
304,458,524,19844
494,444,380,18821
444,444,294,16694
184,516,365,16444
885,323,404,20158
195,402,382,17404
635,422,253,14729
654,534,345,14909
279,247,347,19900
539,306,309,15378
1154,243,533,17594
1340,2004,417,16750
639,528,160,16943
354,464,164,15308
189,276,320,15353
452,244,324,15609
2054,377,357,15312
774,444,448,17718
2013,416,380,15273
146,503,461,16188
544,435,254,20330
803,357,357,16079
366,309,224,20208
727,225,168,14860
572,531,347,15617
538,356,355,19855
675,382,497,15962
947,217,245,15519
661,492,497,16489
930,217,245,19060
910,426,531,17748
561,402,284,18353
216,505,442,17894
681,218,2000,14811
1204,380,405,19153
237,406,445,16604
1007,444,153,15494
384,334,497,19748
551,293,432,18745
341,2004,347,18479
409,483,266,17500
615,151,293,20299
603,466,237,15242
185,262,300,18192
1025,307,445,17086
202,427,427,17285
1101,388,301,15769
229,510,447,15605
351,515,422,15244
961,347,297,14935
755,386,350,17582
1548,505,408,16164
1309,432,432,15457
1472,346,363,15400
687,403,339,16648
466,368,293,19312
594,2003,442,15085
586,3002,317,15481
651,450,303,19993
829,312,453,17584
319,242,430,18556
423,486,435,16127
564,412,330,16981
298,493,486,15560
492,375,303,17702
551,335,268,17683
214,476,540,16555
667,316,315,15892
431,212,368,20263
921,362,449,18505
170,325,458,16527
798,380,474,19951
218,360,415,19653
271,268,251,15942
1164,476,507,18932
640,244,274,15342
362,174,402,15306
532,459,308,18887
449,408,415,16765
1541,347,360,18680
449,494,402,15198
287,223,280,18127
657,363,327,16717
362,168,146,19642
177,387,417,16073
1840,2006,281,15991
502,293,347,15191
974,490,236,15698
979,382,253,19769
377,380,237,19564
1241,251,493,15685
510,212,490,15687
1794,2006,281,19919
406,284,462,17335
400,465,521,16055
1525,347,127,19442
243,493,493,18851
1745,350,408,16847
409,2003,511,18459
453,489,486,17257
1048,532,418,18142
160,241,300,15387
417,533,484,19888
474,382,363,17404
804,426,392,18920
91,533,243,19777
1328,515,290,16247
599,435,505,16116
526,393,406,17453
136,143,322,20218
493,472,524,19540
217,391,314,17608
823,308,301,19933
565,435,505,20350
560,395,3002,18565
1211,388,521,17671
464,303,531,16526
100,500,173,16675
642,127,482,17616
222,293,531,16020
278,161,357,16206
1109,538,444,20098
2907,526,327,17756
519,435,505,16378
1086,538,444,17461
342,390,271,18256
1446,332,477,18717
503,265,356,18763
355,233,261,14764
102,352,281,17767
1049,496,444,15184
696,447,346,16752
2589,387,363,17122
1829,427,426,14822
395,2006,290,14767
1602,469,2006,18262
845,346,146,18587
2595,387,363,16800
346,274,416,16887
1138,453,426,15504
420,521,466,15309
865,489,243,19385
600,363,152,15256
329,433,293,18088
350,386,357,15549
495,236,406,15702
1471,493,427,16946
892,472,173,19330
422,497,466,19716
1472,493,523,17658
2776,526,327,15774
187,254,482,19684
297,476,546,19221
485,499,520,18937
1981,421,421,16106
534,326,251,17182
1059,500,382,16541
998,459,448,20278
991,395,83,17976
1423,402,423,14770
789,516,144,17338
1093,540,404,20369
1186,323,395,19094
990,504,505,19219
300,507,495,18510
1985,293,514,19312
851,417,345,15790
468,496,385,15443
271,401,459,15778
415,236,406,16268
442,250,237,19509
419,216,314,18512
887,2003,517,18175
121,317,498,19659
1355,146,515,17090
92,376,316,17493
269,492,485,20318
979,356,254,19293
1860,428,520,18699
689,268,439,20054
779,521,412,16341
1219,442,79,17894
627,284,402,18742
274,404,482,16517
465,466,285,15967
429,382,519,20246
458,447,499,18792
143,405,284,17063
325,497,335,20359
319,456,318,14792
3956,352,499,19740
696,522,468,15656
282,435,442,17222
335,340,296,19867
1532,427,426,16781
695,522,468,16957
368,539,389,18190
381,482,497,17283
1275,469,2006,19950
578,511,501,18459
596,327,383,16357
340,493,492,16964
606,514,446,18972
352,524,538,19236
510,430,233,20377
262,466,486,17440
1100,161,174,15953
551,314,271,17608
162,146,445,18043
343,348,494,18116
1434,2009,323,17432
753,335,355,14997
922,438,494,19531
3036,361,295,15886
494,241,310,16817
281,315,310,16959
1483,509,309,19608
603,428,307,20243
546,355,249,17524
133,266,394,17500
739,446,173,16924
240,496,482,18639
1488,305,529,17427
1272,245,539,19060
198,442,334,15085
330,472,536,16876
340,297,402,15425
1252,245,539,15519
380,2003,528,20361
159,481,539,19970
2167,305,305,17047
622,446,323,18531
334,2000,391,14811
380,252,297,15993
1043,521,539,16834
69,438,236,16761
863,347,514,18705
296,282,532,15236
153,438,237,17963
356,368,2004,20263
374,195,310,18982
349,484,533,15945
299,348,294,19887
205,518,528,19876
670,472,497,19799
2047,305,305,19530
517,410,438,15840
239,402,459,19098
869,528,262,15346
1219,320,304,18092
691,546,523,19104
971,522,492,15839
615,445,536,17086
275,449,510,18505
686,497,403,16355
1017,456,301,19204
1102,480,243,15949
71,519,519,19298
2231,430,161,20182
595,536,498,19924
1028,472,520,16960
363,407,418,20315
416,284,466,17063
757,510,352,15506
629,229,168,14913
573,305,518,18946
368,356,531,18763
1388,519,422,16816
575,72,447,19167
803,472,507,18884
453,415,319,16765
743,259,363,16959
425,243,444,17698
687,492,440,16964
579,536,492,16567
438,446,497,16063
2063,432,301,18745
212,497,345,19748
242,2004,334,17327
292,517,167,14771
304,497,444,16489
641,536,527,16876
2055,499,499,19450
507,484,457,16806
1351,539,473,19970
499,82,250,18052
815,345,312,19586
308,267,493,19406
2335,499,439,15329
215,430,2000,15638
116,238,422,15152
1219,224,326,18424
731,347,402,15617
334,507,459,15228
1258,144,439,18598
509,527,537,16299
262,537,285,16947
206,518,528,20189
1041,164,151,17080
864,484,490,18173
922,335,383,19228
755,445,347,16604
468,411,350,18101
401,375,377,20503
539,430,412,15082
491,517,522,18858
745,263,316,18863
362,487,493,16738
1363,345,167,15790
761,504,435,19014
682,497,444,17613
170,363,363,15400
524,380,128,18259
718,438,265,15435
1220,325,303,17580
183,537,507,18188
1096,406,360,17453
273,406,438,16268
982,383,401,18344
225,406,438,15702
3552,254,524,20330
1303,382,387,16541
377,469,490,14790
207,482,463,15575
232,2006,466,18200
898,461,348,18545
1209,426,495,15504
2395,490,423,15687
276,2008,297,16601
716,128,348,15294
662,446,469,16059
232,497,168,16501
562,79,453,17894
167,276,319,19013
239,251,268,17196
241,528,461,16045
682,253,527,15282
352,467,324,17922
1806,408,259,16847
358,167,153,14771
159,439,515,20054
195,326,461,16178
1124,357,507,15312
280,262,275,15346
249,458,482,16527
920,484,499,17310
125,369,369,18968
1024,357,507,19318
1115,428,349,17058
1020,388,479,15157
310,314,2000,19058
180,321,414,17652
403,325,439,15666
578,432,458,15457
1478,497,510,15624
1450,497,510,16843
663,494,450,19531
428,348,382,17692
355,237,325,16905
1148,493,404,19406
526,402,375,16417
522,463,466,19632
425,168,379,14860
135,257,377,17077
452,438,537,15702
432,345,497,15338
400,505,493,20350
497,285,509,16947
438,350,168,16676
416,438,237,16268
1015,382,536,17104
1283,396,406,14804
320,151,293,15649
1287,496,406,16070
170,360,316,17097
194,285,503,15967
402,531,438,16526
315,482,509,18941
1013,466,445,16302
534,486,486,15560
971,433,444,18931
362,153,477,18378
766,2008,445,19216
1028,523,444,19763
158,450,495,18898
1214,513,546,14940
464,529,449,17427
938,490,444,18173
333,499,513,18792
431,442,462,17222
352,376,534,19949
556,536,456,15247
369,410,473,17030
511,380,536,15273
906,402,404,19032
421,515,493,17090
893,402,404,15923
880,402,404,20143
960,401,430,18344
1440,363,508,16959
250,146,327,16729
1109,513,466,17605
433,243,402,19777
403,517,496,17147
1038,294,476,16196
1389,347,361,16737
1201,396,426,17416
1264,327,349,17004
2164,486,521,17257
371,469,2008,16059
2146,521,486,17671
146,485,526,15066
611,517,444,17472
309,348,329,14868
906,508,212,18062
345,352,484,18450
207,137,538,18361
374,345,161,19748
288,486,402,17663
761,383,521,17882
1198,438,401,15800
4604,2006,2006,17541
421,195,2004,15741
260,161,303,16907
363,116,212,14898
258,494,490,18116
603,545,444,16553
188,538,524,19236
916,348,293,19212
463,483,531,15024
875,195,340,16993
930,304,304,20167
222,334,434,15085
868,348,392,17043
686,268,393,14538
239,335,285,15436
287,462,404,17335
584,474,254,20231
402,463,358,18775
492,444,476,16489
441,492,2008,15839
654,430,313,15000
175,151,268,16360
371,515,410,20054
401,385,538,16935
192,297,497,15993
738,459,151,15228
482,473,356,19970
225,364,289,19023
478,453,505,17894
1770,499,499,17310
441,254,294,18100
1225,334,308,17327
221,334,509,18602
1347,469,526,14741
718,518,444,18946
17934,254,434,19293
1376,316,453,17097
334,367,290,20298
835,536,285,15273
761,391,271,19547
225,281,281,19919
474,402,229,19234
437,352,318,19720
463,168,388,20118
177,366,242,16458
607,498,116,19924
558,486,469,17124
4171,456,281,15247
381,319,306,16765
1721,323,539,20071
1516,516,529,18708
4150,490,281,18116
1974,297,501,16601
415,458,146,15445
218,488,478,19507
698,477,466,18378
1474,161,505,20182
2532,195,337,16343
1599,427,341,15545
195,127,368,19625
249,470,404,18843
834,499,290,19450
317,537,527,18678
499,357,394,19155
268,521,317,19848
909,410,263,16475
422,153,444,15494
1054,402,388,18489
829,294,459,17131
1013,439,516,18598
560,517,444,15336
563,510,492,18384
